A,AIQ,BCAP,BZCAP,BZMAX,BZMIN,CAPCOST,CFCAP,DCAP,DI,ETA,GPX,GROEI,HCAP,I,KGV,LAB,LAMBDA,MPK,MPL,MZK,NCAP,OCAP,PX,PY,PYC,PYC1,RF,RHO,RHOX,RHOXMAX,RHOXMIN,RISK,TC,THETA,TP,WAGE,WAGE1,X,XK,YD,YDEX,YDEX1,YS,ZCAP
0.56,0.7894255274,0.1012801603,0.0727792542,3.1179144281,0.1012801603,0.0910498933,0.1735424383,0.0655263381,0.060128016,0,0,0.01,0.028755119,0.0855768916,147.4621714218,136.4541423002,0.5980275185,0.1773664341,0.7122201866,0.1668283213,0,0.028755119,1,1.4040601753,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,15.9195073309,0.108919465,123.109009424,172.8524573472,174.5809819207,123.109009424,0.2312379718
0.56,0.7892785129,0.1012801603,0.0726481949,3.1179144281,0.1012801603,0.0910498933,0.1738068949,0.0657907947,0.060128016,0,0,0.01,0.0288873473,0.0855768916,148.777455099,137.7930177976,0.5980275185,0.1776141805,0.7119549382,0.1672690824,0,0.0288873473,1,1.4045832767,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,16.0615008193,0.108919465,124.2937922028,174.5809819207,176.3267917399,124.2937922028,0.2316787328
0.56,0.7891314411,0.1012801603,0.0725169195,3.1179144281,0.1012801603,0.0910498933,0.1740717874,0.0660556872,0.060128016,0,0,0.01,0.0290197935,0.0855768916,150.1044704029,139.1450152777,0.5980275185,0.1778621965,0.7116896358,0.1677105698,0,0.0290197935,1,1.4051068747,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,16.2047608138,0.108919465,125.4899502057,176.3267917399,178.0900596573,125.4899502057,0.2321202202
0.56,0.788984312,0.1012801603,0.0723854279,3.1179144281,0.1012801603,0.0910498933,0.1743371164,0.0663210162,0.060128016,0,0,0.01,0.029152458,0.0855768916,151.4433219733,140.5102631968,0.5980275185,0.1781104823,0.7114242795,0.1681527848,0,0.029152458,1,1.4056309698,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,16.3492986107,0.108919465,126.6975923834,178.0900596573,179.8709602539,126.6975923834,0.2325624352
0.56,0.7888371256,0.1012801603,0.0722537196,3.1179144281,0.1012801603,0.0910498933,0.1746028825,0.0665867823,0.060128016,0,0,0.01,0.0292853411,0.0855768916,152.7941153835,141.8888912671,0.5980275185,0.1783590382,0.7111588693,0.1685957284,0,0.0292853411,1,1.4061555625,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,16.4951256075,0.108919465,127.9168287277,179.8709602539,181.6696698564,127.9168287277,0.2330053788
0.56,0.7886898819,0.1012801603,0.0721217943,3.1179144281,0.1012801603,0.0910498933,0.1748690865,0.0668529863,0.060128016,0,0,0.01,0.0294184431,0.0855768916,154.1569571482,143.2810304694,0.5980275185,0.1786078641,0.7108934055,0.1690394017,0,0.0294184431,1,1.4066806532,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,16.6422533031,0.108919465,129.1477702812,181.6696698564,183.486366555,129.1477702812,0.2334490521
0.56,0.788542581,0.1012801603,0.0719896517,3.1179144281,0.1012801603,0.0910498933,0.1751357289,0.0671196287,0.060128016,0,0,0.01,0.0295517643,0.0855768916,155.5319547324,144.686813065,0.5980275185,0.1788569603,0.710627888,0.1694838058,0,0.0295517643,1,1.4072062423,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,16.790693299,0.108919465,130.3905291474,183.486366555,185.3212302205,130.3905291474,0.2338934561
0.56,0.7883952229,0.1012801603,0.0718572915,3.1179144281,0.1012801603,0.0910498933,0.1754028105,0.0673867103,0.060128016,0,0,0.01,0.0296853051,0.0855768916,156.9192165594,146.1063726084,0.5980275185,0.1791063269,0.710362317,0.1699289417,0,0.0296853051,1,1.4077323304,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,16.9404573002,0.108919465,131.6452185009,185.3212302205,187.1744425227,131.6452185009,0.2343385921
0.56,0.7882478076,0.1012801603,0.0717247134,3.1179144281,0.1012801603,0.0910498933,0.1756703318,0.0676542316,0.060128016,0,0,0.01,0.0298190657,0.0855768916,158.3188520197,147.5398439602,0.5980275185,0.1793559641,0.7100966926,0.1703748107,0,0.0298190657,1,1.4082589178,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,17.0915571162,0.108919465,132.9119525975,187.1744425227,189.046186948,132.9119525975,0.234784461
0.56,0.7881003352,0.1012801603,0.071591917,3.1179144281,0.1012801603,0.0910498933,0.1759382936,0.0679221934,0.060128016,0,0,0.01,0.0299530466,0.0855768916,159.7309714795,148.9873632992,0.5980275185,0.179605872,0.709831015,0.1708214137,0,0.0299530466,1,1.408786005,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,17.2440046618,0.108919465,134.1908467844,189.046186948,190.9366488174,134.1908467844,0.235231064
0.56,0.7879528056,0.1012801603,0.0714589019,3.1179144281,0.1012801603,0.0910498933,0.1762066965,0.0681905963,0.060128016,0,0,0.01,0.0300872481,0.0855768916,161.1556862894,150.4490681359,0.5980275185,0.1798560508,0.7095652842,0.1712687519,0,0.0300872481,1,1.4093135925,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,17.3978119579,0.108919465,135.4820175107,190.9366488174,192.8460153056,135.4820175107,0.2356784021
0.56,0.787805219,0.1012801603,0.071325668,3.1179144281,0.1012801603,0.0910498933,0.1764755411,0.068459441,0.060128016,0,0,0.01,0.0302216704,0.0855768916,162.5931087932,151.9250973252,0.5980275185,0.1801065006,0.7092995004,0.1717168263,0,0.0302216704,1,1.4098416807,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,17.5529911327,0.108919465,136.7855823382,192.8460153056,194.7744754587,136.7855823382,0.2361264765
0.56,0.7876575753,0.1012801603,0.0711922148,3.1179144281,0.1012801603,0.0910498933,0.1767448282,0.068728728,0.060128016,0,0,0.01,0.0303563139,0.0855768916,164.0433523367,153.4155910798,0.5980275185,0.1803572216,0.7090336636,0.1721656381,0,0.0303563139,1,1.4103702702,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,17.7095544228,0.108919465,138.1016599514,194.7744754587,196.7222202133,138.1016599514,0.2365752883
0.56,0.7875098747,0.1012801603,0.071058542,3.1179144281,0.1012801603,0.0910498933,0.1770145584,0.0689984582,0.060128016,0,0,0.01,0.030491179,0.0855768916,165.5065312767,154.9206909829,0.5980275185,0.1806082139,0.708767774,0.1726151884,0,0.030491179,1,1.4108993613,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,17.8675141737,0.108919465,139.4303701687,196.7222202133,198.6894424154,139.4303701687,0.2370248386
0.56,0.787362117,0.1012801603,0.0709246493,3.1179144281,0.1012801603,0.0910498933,0.1772847322,0.0692686321,0.060128016,0,0,0.01,0.030626266,0.0855768916,166.9827609901,156.4405400022,0.5980275185,0.1808594777,0.7085018317,0.1730654783,0,0.030626266,1,1.4114289545,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,18.0268828411,0.108919465,140.771833953,198.6894424154,200.6763368395,140.771833953,0.2374751284
0.56,0.7872143023,0.1012801603,0.0707905364,3.1179144281,0.1012801603,0.0910498933,0.1775553505,0.0695392504,0.060128016,0,0,0.01,0.0307615751,0.0855768916,168.4721578828,157.9752825033,0.5980275185,0.1811110131,0.7082358368,0.1735165089,0,0.0307615751,1,1.4119590502,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,18.1876729917,0.108919465,142.1261734227,200.6763368395,202.6831002079,142.1261734227,0.2379261589
0.56,0.7870664308,0.1012801603,0.0706562029,3.1179144281,0.1012801603,0.0910498933,0.1778264139,0.0698103137,0.060128016,0,0,0.01,0.0308971068,0.0855768916,169.9748393989,159.5250642629,0.5980275185,0.1813628203,0.7079697895,0.1739682812,0,0.0308971068,1,1.412489649,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,18.3498973044,0.108919465,143.4935118626,202.6831002079,204.70993121,143.4935118626,0.2383779311
0.56,0.7869185023,0.1012801603,0.0705216485,3.1179144281,0.1012801603,0.0910498933,0.178097923,0.0700818228,0.060128016,0,0,0.01,0.0310328613,0.0855768916,171.4909240302,161.0900324832,0.5980275185,0.1816148995,0.7077036897,0.1744207965,0,0.0310328613,1,1.4130207513,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,18.5135685712,0.108919465,144.8739737351,204.70993121,206.7570305221,144.8739737351,0.2388304463
0.56,0.786770517,0.1012801603,0.0703868729,3.1179144281,0.1012801603,0.0910498933,0.1783698785,0.0703537783,0.060128016,0,0,0.01,0.0311688391,0.0855768916,173.0205313253,162.6703358055,0.5980275185,0.1818672507,0.7074375377,0.1748740558,0,0.0311688391,1,1.4135523575,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,18.6786996981,0.108919465,146.2676846913,206.7570305221,208.8246008273,146.2676846913,0.2392837054
0.56,0.7866224749,0.1012801603,0.0702518757,3.1179144281,0.1012801603,0.0910498933,0.178642281,0.0706261809,0.060128016,0,0,0.01,0.0313050404,0.0855768916,174.5637818991,164.2661243242,0.5980275185,0.1821198742,0.7071713335,0.1753280602,0,0.0313050404,1,1.4140844681,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,18.8453037064,0.108919465,147.6747715826,208.8246008273,210.9128468356,147.6747715826,0.2397377097
0.56,0.786474376,0.1012801603,0.0701166566,3.1179144281,0.1012801603,0.0910498933,0.1789151313,0.0708990311,0.060128016,0,0,0.01,0.0314414655,0.0855768916,176.1207974424,165.8775496013,0.5980275185,0.18237277,0.7069050773,0.1757828108,0,0.0314414655,1,1.4146170836,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,19.0133937332,0.108919465,149.0953624719,210.9128468356,213.021975304,149.0953624719,0.2401924601
0.56,0.7863262203,0.1012801603,0.0699812154,3.1179144281,0.1012801603,0.0910498933,0.17918843,0.0711723298,0.060128016,0,0,0.01,0.0315781148,0.0855768916,177.6917007314,167.5047646802,0.5980275185,0.1826259383,0.7066387692,0.1762383088,0,0.0315781148,1,1.4151502044,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,19.1829830332,0.108919465,150.5295866451,213.021975304,215.152195057,150.5295866451,0.2406479579
0.56,0.7861780079,0.1012801603,0.0698455516,3.1179144281,0.1012801603,0.0910498933,0.1794621777,0.0714460775,0.060128016,0,0,0.01,0.0317149887,0.0855768916,179.2766156373,169.147924101,0.5980275185,0.1828793794,0.7063724093,0.1766945552,0,0.0317149887,1,1.4156838309,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,19.354084979,0.108919465,151.9775746231,215.152195057,217.3037170076,151.9775746231,0.2411042041
0.56,0.7860297388,0.1012801603,0.0697096649,3.1179144281,0.1012801603,0.0910498933,0.1797363751,0.071720275,0.060128016,0,0,0.01,0.0318520874,0.0855768916,180.8756671362,170.8071839143,0.5980275185,0.1831330933,0.7061059976,0.1771515512,0,0.0318520874,1,1.4162179637,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,19.5267130626,0.108919465,153.4394581733,217.3037170076,219.4767541777,153.4394581733,0.2415611999
0.56,0.785881413,0.1012801603,0.069573555,3.1179144281,0.1012801603,0.0910498933,0.180011023,0.0719949228,0.060128016,0,0,0.01,0.0319894113,0.0855768916,182.488981319,172.4827016964,0.5980275185,0.1833870801,0.7058395344,0.177609298,0,0.0319894113,1,1.4167526032,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,19.7008808964,0.108919465,154.9153703213,219.4767541777,221.6715217194,154.9153703213,0.2420189463
0.56,0.7857330306,0.1012801603,0.0694372215,3.1179144281,0.1012801603,0.0910498933,0.1802861219,0.0722700218,0.060128016,0,0,0.01,0.0321269608,0.0855768916,184.1166854012,174.1746365641,0.5980275185,0.1836413401,0.7055730197,0.1780677965,0,0.0321269608,1,1.4172877498,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,19.8766022141,0.108919465,156.4054453635,221.6715217194,223.8882369366,156.4054453635,0.2424774445
0.56,0.7855845917,0.1012801603,0.0693006642,3.1179144281,0.1012801603,0.0910498933,0.1805616726,0.0725455724,0.060128016,0,0,0.01,0.0322647361,0.0855768916,185.758907733,175.88314919,0.5980275185,0.1838958734,0.7053064536,0.178527048,0,0.0322647361,1,1.4178234041,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,20.0538908719,0.108919465,157.9098188785,223.8882369366,226.127119306,157.9098188785,0.2429366956
0.56,0.7854360961,0.1012801603,0.0691638827,3.1179144281,0.1012801603,0.0910498933,0.1808376756,0.0728215755,0.060128016,0,0,0.01,0.0324027376,0.0855768916,187.4157778094,177.6084018172,0.5980275185,0.1841506801,0.7050398363,0.1789870536,0,0.0324027376,1,1.4183595664,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,20.2327608497,0.108919465,159.4286277401,226.127119306,228.388390499,159.4286277401,0.2433967006
0.56,0.7852875441,0.1012801603,0.0690268767,3.1179144281,0.1012801603,0.0910498933,0.1811141317,0.0730980316,0.060128016,0,0,0.01,0.0325409657,0.0855768916,189.0874262805,179.3505582752,0.5980275185,0.1844057604,0.7047731678,0.1794478143,0,0.0325409657,1,1.4188962372,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,20.413226252,0.108919465,160.9620101287,228.388390499,230.672274404,160.9620101287,0.2438574609
0.56,0.7851389356,0.1012801603,0.0688896458,3.1179144281,0.1012801603,0.0910498933,0.1813910416,0.0733749414,0.060128016,0,0,0.01,0.0326794206,0.0855768916,190.7739849616,181.109783995,0.5980275185,0.1846611144,0.7045064483,0.1799093314,0,0.0326794206,1,1.419433417,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,20.5953013091,0.108919465,162.5101055447,230.672274404,232.9789971481,162.5101055447,0.2443189773
0.56,0.7849902706,0.1012801603,0.0687521897,3.1179144281,0.1012801603,0.0910498933,0.1816684059,0.0736523057,0.060128016,0,0,0.01,0.0328181028,0.0855768916,192.4755868438,182.8862460249,0.5980275185,0.1849167424,0.7042396779,0.180371606,0,0.0328181028,1,1.4199711062,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,20.7790003784,0.108919465,164.0730548207,232.9789971481,235.3087871196,164.0730548207,0.2447812511
0.56,0.7848415493,0.1012801603,0.068614508,3.1179144281,0.1012801603,0.0910498933,0.1819462252,0.0739301251,0.060128016,0,0,0.01,0.0329570125,0.0855768916,194.1923661045,184.6801130466,0.5980275185,0.1851726443,0.7039728567,0.1808346391,0,0.0329570125,1,1.4205093053,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,20.964337945,0.108919465,165.6510001338,235.3087871196,237.6618749908,165.6510001338,0.2452442834
0.56,0.7846927716,0.1012801603,0.0684766005,3.1179144281,0.1012801603,0.0910498933,0.1822245004,0.0742084002,0.060128016,0,0,0.01,0.03309615,0.0855768916,195.9244581176,186.4915553906,0.5980275185,0.1854288204,0.7037059847,0.181298432,0,0.03309615,1,1.4210480147,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,21.1513286236,0.108919465,167.2440850193,237.6618749908,240.0384937407,167.2440850193,0.2457080752
0.56,0.7845439376,0.1012801603,0.0683384668,3.1179144281,0.1012801603,0.0910498933,0.1825032319,0.0744871318,0.060128016,0,0,0.01,0.0332355158,0.0855768916,197.6719994649,188.320745053,0.5980275185,0.1856852709,0.7034390622,0.1817629857,0,0.0332355158,1,1.4215872349,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,21.3399871591,0.108919465,168.8524543829,240.0384937407,242.4388786781,168.8524543829,0.2461726278
0.56,0.7843950473,0.1012801603,0.0682001066,3.1179144281,0.1012801603,0.0910498933,0.1827824206,0.0747663204,0.060128016,0,0,0.01,0.0333751101,0.0855768916,199.4351279461,190.1678557112,0.5980275185,0.1859419959,0.7031720892,0.1822283013,0,0.0333751101,1,1.4221269664,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,21.5303284277,0.108919465,170.4762545142,242.4388786781,244.8632674648,170.4762545142,0.2466379422
0.56,0.7842461008,0.1012801603,0.0680615195,3.1179144281,0.1012801603,0.0910498933,0.183062067,0.0750459668,0.060128016,0,0,0.01,0.0335149333,0.0855768916,201.2139825901,192.0330627408,0.5980275185,0.1861989955,0.7029050658,0.1826943802,0,0.0335149333,1,1.4226672096,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,21.7223674386,0.108919465,172.1156330997,244.8632674648,247.3119001395,172.1156330997,0.2471040196
0.56,0.7840970981,0.1012801603,0.0679227052,3.1179144281,0.1012801603,0.0910498933,0.1833421718,0.0753260717,0.060128016,0,0,0.01,0.0336549858,0.0855768916,203.0087036658,193.916543232,0.5980275185,0.1864562699,0.7026379922,0.1831612232,0,0.0336549858,1,1.4232079649,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,21.9161193347,0.108919465,173.7707392362,247.3119001395,249.7850191409,173.7707392362,0.247570861
0.56,0.7839480393,0.1012801603,0.0677836634,3.1179144281,0.1012801603,0.0910498933,0.1836227358,0.0756066356,0.060128016,0,0,0.01,0.0337952677,0.0855768916,204.8194326933,195.8184760065,0.5980275185,0.1867138193,0.7023708684,0.1836288317,0,0.0337952677,1,1.4237492327,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,22.1115993941,0.108919465,175.4417234445,249.7850191409,252.2828693323,175.4417234445,0.2480384676
0.56,0.7837989244,0.1012801603,0.0676443938,3.1179144281,0.1012801603,0.0910498933,0.1839037595,0.0758876594,0.060128016,0,0,0.01,0.0339357796,0.0855768916,206.646312455,197.7390416344,0.5980275185,0.1869716437,0.7021036945,0.1840972068,0,0.0339357796,1,1.4242910136,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,22.308823031,0.108919465,177.1287376824,252.2828693323,254.8056980256,177.1287376824,0.2485068405
0.56,0.7836497535,0.1012801603,0.0675048959,3.1179144281,0.1012801603,0.0910498933,0.1841852437,0.0761691436,0.060128016,0,0,0.01,0.0340765217,0.0855768916,208.4894870068,199.6784224514,0.5980275185,0.1872297435,0.7018364707,0.1845663495,0,0.0340765217,1,1.424833308,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,22.5078057973,0.108919465,178.8319353593,254.8056980256,257.3537550059,178.8319353593,0.2489759808
0.56,0.7835005266,0.1012801603,0.0673651696,3.1179144281,0.1012801603,0.0910498933,0.184467189,0.0764510889,0.060128016,0,0,0.01,0.0342174943,0.0855768916,210.3491016895,201.636802576,0.5980275185,0.1874881186,0.7015691971,0.1850362611,0,0.0342174943,1,1.4253761162,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,22.7085633834,0.108919465,180.5514713493,257.3537550059,259.9272925559,180.5514713493,0.2494458896
0.56,0.7833512438,0.1012801603,0.0672252144,3.1179144281,0.1012801603,0.0910498933,0.1847495961,0.0767334959,0.060128016,0,0,0.01,0.0343586979,0.0855768916,212.2253031403,203.6143679271,0.5980275185,0.1877467693,0.7013018737,0.1855069427,0,0.0343586979,1,1.4259194388,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,22.9111116198,0.108919465,182.2875020055,259.9272925559,262.5265654815,182.2875020055,0.2499165681
0.56,0.7832019052,0.1012801603,0.06708503,3.1179144281,0.1012801603,0.0910498933,0.1850324656,0.0770163655,0.060128016,0,0,0.01,0.0345001326,0.0855768916,214.1182393043,205.6113062418,0.5980275185,0.1880056957,0.7010345007,0.1859783954,0,0.0345001326,1,1.4264632761,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,23.115466478,0.108919465,184.0401851744,262.5265654815,265.1518311363,184.0401851744,0.2503880173
0.56,0.7830525107,0.1012801603,0.0669446161,3.1179144281,0.1012801603,0.0910498933,0.1853157982,0.0772996981,0.060128016,0,0,0.01,0.034641799,0.0855768916,216.0280594461,207.6278070929,0.5980275185,0.188264898,0.7007670782,0.1864506205,0,0.034641799,1,1.4270076286,1,1,0.08,0.065,0.0916666667,1.85,0.0916666667,0.025,0.4,0.5,0.5,1,1,23.3216440723,0.108919465,185.8096802098,265.1518311363,267.8033494477,185.8096802098,0.2508602384
0.56,,,,,,,,,,0,0,0.01,,,,,0.599,,,0.13878,,,1,,,,,0.055,,,,,0.4,,,,,,,,,,,
